"id","weight","time","location_id"
1,14,4,2
2,6,9,3
3,6,16,4
4,13,4,5
5,3,17,6
6,9,12,7
7,8,29,8
8,14,16,9
9,12,4,10
10,11,18,11
11,2,8,12
12,9,21,13
13,4,1,14
14,15,13,15
15,13,27,16
16,11,15,17
17,5,20,18
18,12,26,19
19,14,21,20
20,8,28,21
21,12,29,22
22,7,7,23
23,10,24,24
24,4,21,25
25,6,24,26
26,2,16,27
27,4,12,28
28,7,27,29
29,9,26,30
30,8,25,31
31,9,7,32
32,15,26,33
33,11,16,34
34,13,12,35
35,11,28,36
36,6,26,37
37,13,26,38
38,13,23,39
39,11,1,40
40,3,4,41
41,3,13,42
42,9,6,43
43,5,24,44
44,11,28,45
45,13,9,46
46,2,10,47
47,5,18,48
48,13,27,49
49,12,22,50
50,4,23,51
51,6,20,52
52,1,5,53
53,14,15,54
54,2,10,55
55,7,5,56
56,1,4,57
57,7,19,58
58,6,18,59
59,6,6,60
60,12,1,61
