30,1080,861,533,405,706,438,405,567,982,1215,461,628,656,952,151,479,486,584,320,885,731,953,598,514,818,396,499,1238,428,1378
1080,30,373,714,757,445,754,711,772,136,181,740,482,742,220,1103,642,786,530,835,229,479,267,638,953,502,1024,696,190,876,343
861,373,30,659,630,195,649,542,742,341,522,646,334,754,411,917,420,717,339,580,301,509,463,608,899,601,923,614,516,788,589
533,714,659,30,172,508,129,258,118,608,816,106,357,178,540,494,375,103,374,470,524,275,519,111,275,327,343,92,852,196,1027
405,757,630,172,30,468,76,141,240,652,876,96,333,317,602,388,280,164,323,333,558,360,594,224,321,442,322,125,906,196,1068
706,445,195,508,468,30,489,377,594,372,595,487,183,617,402,755,259,561,175,433,291,400,440,466,742,508,760,459,604,628,714
438,754,649,129,76,489,30,181,194,648,868,53,347,271,592,409,316,120,345,379,557,339,579,191,287,412,308,94,900,169,1066
405,711,542,258,141,377,181,30,339,610,842,194,263,406,577,423,172,271,235,248,513,371,580,281,431,474,419,197,866,305,1015
567,772,742,118,240,594,194,339,30,667,863,176,441,119,590,509,462,113,461,543,589,323,562,169,212,345,312,178,902,182,1083
982,136,341,608,652,372,648,610,667,30,264,634,385,640,131,1000,550,680,437,745,127,375,186,532,848,408,918,590,287,770,450
1215,181,522,816,876,595,868,842,863,264,30,851,619,820,306,1230,784,889,671,979,361,572,331,736,1045,565,1129,807,81,981,275
461,740,646,106,96,487,53,194,176,634,851,30,342,250,575,431,324,109,345,398,544,320,561,168,285,390,318,74,884,174,1053
628,482,334,357,333,183,347,263,441,385,619,342,30,465,371,656,200,412,93,396,288,269,390,313,594,384,623,309,640,485,783
656,742,754,178,317,617,271,406,119,640,820,250,465,30,555,597,515,200,496,617,571,298,519,182,269,287,388,238,861,268,1048
952,220,411,540,602,402,592,577,590,131,306,575,371,555,30,958,542,613,431,737,144,297,87,461,773,313,853,531,342,705,524
151,1103,917,494,388,755,409,423,509,1000,1230,431,656,597,958,30,527,435,622,403,905,717,952,568,423,790,293,473,1257,360,1409
479,642,420,375,280,259,316,172,462,550,784,324,200,515,542,527,30,403,143,226,455,402,559,371,571,517,559,314,801,446,931
486,786,717,103,164,561,120,271,113,680,889,109,412,200,613,435,403,30,421,465,594,347,592,183,212,394,270,133,924,123,1099
584,530,339,374,323,175,345,235,461,437,671,345,93,496,431,622,143,421,30,339,342,324,451,344,600,441,615,319,689,484,824
320,835,580,470,333,433,379,248,543,745,979,398,396,617,737,403,226,465,339,30,650,574,753,499,591,683,530,411,994,466,1117
885,229,301,524,558,291,557,513,589,127,361,544,288,571,144,905,455,594,342,650,30,303,192,451,767,361,830,501,383,683,540
731,479,509,275,360,400,339,371,323,375,572,320,269,298,297,717,402,347,324,574,303,30,274,194,505,146,588,276,609,440,790
953,267,463,519,594,440,579,580,562,186,331,561,390,519,87,952,559,592,451,753,192,274,30,439,744,269,832,517,372,685,561
598,638,608,111,224,466,191,281,169,532,736,168,313,182,461,568,371,183,344,499,451,194,439,30,346,252,423,130,773,276,950
514,953,899,275,321,742,287,431,212,848,1045,285,594,269,773,423,571,212,600,591,767,505,744,346,30,522,168,315,1084,158,1265
818,502,601,327,442,508,412,474,345,408,565,390,384,287,313,790,517,394,441,683,361,146,269,252,522,30,626,350,609,486,800
396,1024,923,343,322,760,308,419,312,918,1129,318,623,388,853,293,559,270,615,530,830,588,832,423,168,626,30,359,1164,178,1337
499,696,614,92,125,459,94,197,178,590,807,74,309,238,531,473,314,133,319,411,501,276,517,130,315,350,359,30,840,212,1010
1238,190,516,852,906,604,900,866,902,287,81,884,640,861,342,1257,801,924,689,994,383,609,372,773,1084,609,1164,840,30,1016,225
428,876,788,196,196,628,169,305,182,770,981,174,485,268,705,360,446,123,484,466,683,440,685,276,158,486,178,212,1016,30,1190
1378,343,589,1027,1068,714,1066,1015,1083,450,275,1053,783,1048,524,1409,931,1099,824,1117,540,790,561,950,1265,800,1337,1010,225,1190,30
