"id","weight","time","location_id"
1,6,23,2
2,7,11,3
3,11,28,4
4,1,11,5
5,11,11,6
6,4,13,7
7,1,7,8
8,6,30,9
9,2,18,10
10,15,17,11
11,11,27,12
12,8,3,13
13,2,24,14
14,2,25,15
15,13,15,16
16,6,12,17
17,8,3,18
18,4,28,19
19,7,8,20
20,2,16,21
21,2,25,22
22,5,28,23
23,5,26,24
24,1,15,25
25,12,4,26
26,15,10,27
27,13,18,28
28,10,29,29
29,2,8,30
30,11,3,31
31,12,29,32
32,3,20,33
33,13,18,34
34,14,6,35
35,2,4,36
36,11,27,37
37,6,21,38
38,3,20,39
39,9,10,40
40,7,11,41
41,6,11,42
42,6,5,43
43,4,19,44
44,14,25,45
45,10,26,46
46,7,5,47
47,9,6,48
48,13,7,49
49,15,30,50
50,8,20,51
51,5,25,52
52,6,23,53
53,9,2,54
54,7,2,55
55,3,3,56
56,4,18,57
57,4,15,58
58,5,5,59
59,7,13,60
60,2,9,61
