30,394,818,1215,885,374,983,731,938,459,404,306,1382,155,1101,514,952,828,934,849,432,1123,1283,589,414,1130,682,438,584,491,499,567,612,322,837,1112,479,569,472,1083,598
394,30,607,887,558,276,640,495,624,195,335,313,1027,488,740,580,646,541,646,575,402,785,962,228,758,829,384,343,247,494,361,503,250,468,482,774,135,212,525,760,241
818,607,30,565,361,474,468,146,332,446,447,545,835,827,674,522,313,221,252,187,443,534,599,528,1017,422,297,412,441,444,350,345,538,625,489,528,517,504,506,447,633
1215,887,565,30,361,897,285,572,311,786,900,983,323,1266,352,1045,306,438,350,438,924,146,115,703,1498,189,565,868,671,954,807,863,691,1107,461,156,784,708,1019,164,765
885,558,361,361,30,576,149,303,110,457,587,662,558,940,348,767,144,171,189,206,621,271,434,384,1181,311,241,557,342,668,501,589,376,797,192,261,455,383,732,232,463
374,276,474,897,576,30,685,388,616,179,90,116,1098,400,840,336,624,495,599,511,156,816,958,379,636,797,365,108,324,248,158,271,405,266,572,806,269,346,282,763,449
983,640,468,285,149,685,30,421,170,558,701,772,443,1045,237,886,201,284,265,311,738,176,368,451,1291,297,353,672,429,786,618,707,437,911,205,164,540,459,850,185,510
731,495,146,572,303,388,421,30,303,337,374,468,818,754,620,505,297,171,254,165,387,517,621,412,965,450,185,339,324,412,276,323,423,571,402,508,402,388,477,442,517
938,624,332,311,110,616,170,303,30,509,620,702,544,985,377,778,66,163,125,178,646,243,375,458,1217,236,286,588,408,683,528,597,452,828,270,235,520,454,748,177,540
459,195,446,786,457,179,558,337,509,30,223,257,966,517,699,471,525,406,513,433,287,696,855,232,770,706,254,215,176,373,211,358,257,414,430,685,134,198,419,654,312
404,335,447,900,587,90,701,374,620,223,30,129,1114,411,866,280,625,494,593,504,97,826,958,425,627,792,378,65,362,188,129,214,451,241,600,816,321,392,227,767,502
306,313,545,983,662,116,772,468,702,257,129,30,1184,317,924,308,710,580,682,594,164,903,1044,449,549,881,451,163,403,243,226,299,475,191,655,892,333,418,254,849,508
1382,1027,835,323,558,1098,443,818,544,966,1114,1184,30,1452,326,1291,556,677,613,691,1150,332,348,829,1703,482,766,1084,829,1194,1030,1110,809,1324,576,340,934,845,1259,419,857
155,488,827,1266,940,400,1045,754,985,517,411,317,1452,30,1180,451,995,866,969,880,418,1181,1329,675,301,1168,731,446,655,454,510,544,699,261,911,1170,559,650,419,1132,698
1101,740,674,352,348,840,237,620,377,699,866,924,326,1180,30,1071,405,488,470,518,911,253,431,543,1438,447,526,840,555,969,793,898,521,1074,299,249,653,562,1031,334,563
514,580,522,1045,767,336,886,505,778,471,280,308,1291,451,1071,30,773,645,725,638,215,992,1088,672,555,912,576,287,600,134,315,212,696,223,817,983,571,638,85,917,752
952,646,313,306,144,624,201,297,66,525,625,710,556,995,405,773,30,162,95,166,648,253,364,486,1222,213,301,592,431,680,531,590,481,831,305,246,542,480,744,175,571
828,541,221,438,171,495,284,171,163,406,494,580,677,866,488,645,162,30,137,75,516,377,494,406,1091,333,187,460,334,550,399,464,407,699,304,368,438,392,615,306,503
934,646,252,350,189,599,265,254,125,513,593,682,613,969,470,725,95,137,30,120,610,312,397,501,1188,229,293,559,436,635,496,542,499,795,350,306,543,491,700,226,593
849,575,187,438,206,511,311,165,178,433,504,594,691,880,518,638,166,75,120,30,520,388,487,447,1098,318,222,469,373,546,406,455,450,705,347,381,473,432,611,309,546
432,402,443,924,621,156,738,387,646,287,97,164,1150,418,911,215,648,516,610,520,30,857,977,488,609,807,417,104,420,122,150,166,513,215,649,847,386,454,162,792,567
1123,785,534,146,271,816,176,517,243,696,826,903,332,1181,253,992,253,377,312,388,857,30,231,597,1421,228,481,795,572,896,737,810,582,1036,348,41,684,604,961,126,654
