"id","weight","time","location_id"
1,10,8,2
2,2,26,3
3,10,21,4
4,4,27,5
5,4,7,6
6,15,16,7
7,7,8,8
8,14,4,9
9,1,4,10
10,2,5,11
11,8,4,12
12,2,19,13
13,12,16,14
14,3,20,15
15,3,26,16
16,13,19,17
17,2,18,18
18,6,27,19
19,13,9,20
20,7,15,21
21,14,28,22
22,12,5,23
23,5,6,24
24,4,27,25
25,15,16,26
26,10,7,27
27,10,17,28
28,10,17,29
29,2,25,30
30,7,6,31
31,14,17,32
32,14,14,33
33,4,4,34
34,5,20,35
35,2,6,36
36,8,15,37
37,6,6,38
38,3,5,39
39,4,4,40
40,6,27,41
41,3,21,42
42,2,8,43
43,5,29,44
44,9,24,45
45,5,18,46
46,14,26,47
47,12,1,48
48,2,2,49
49,6,9,50
50,3,3,51
51,7,29,52
52,8,17,53
53,3,30,54
54,1,25,55
55,4,27,56
56,5,8,57
57,11,22,58
58,6,15,59
59,13,16,60
60,3,17,61
61,9,20,62
62,7,3,63
63,4,21,64
64,12,22,65
65,7,4,66
66,9,2,67
67,14,5,68
68,6,27,69
69,6,25,70
70,6,26,71
71,4,2,72
72,2,4,73
73,5,17,74
74,5,4,75
75,3,22,76
76,9,22,77
77,6,24,78
78,10,19,79
79,14,16,80
80,5,14,81
