"id","weight","time","location_id"
1,6,12,2
2,3,21,3
3,14,9,4
4,15,3,5
5,2,10,6
6,13,29,7
7,13,30,8
8,13,30,9
9,12,21,10
10,11,14,11
11,5,10,12
12,14,6,13
13,13,14,14
14,11,5,15
15,5,25,16
16,11,8,17
17,13,7,18
18,1,8,19
19,10,3,20
20,5,19,21
21,3,18,22
22,13,11,23
23,12,6,24
24,7,1,25
25,4,22,26
26,8,5,27
27,3,27,28
28,11,11,29
29,4,20,30
30,8,25,31
31,12,8,32
32,4,8,33
33,15,13,34
34,3,5,35
35,15,7,36
36,1,27,37
37,8,18,38
38,7,25,39
39,2,9,40
40,11,3,41
41,11,29,42
42,5,17,43
43,15,10,44
44,11,2,45
45,14,5,46
46,12,24,47
47,10,29,48
48,10,2,49
49,9,12,50
50,1,7,51
51,10,2,52
52,7,23,53
53,9,4,54
54,9,28,55
55,11,4,56
56,9,20,57
57,7,26,58
58,11,23,59
59,5,13,60
60,7,8,61
61,4,22,62
62,11,19,63
63,5,13,64
64,4,24,65
65,4,17,66
66,11,9,67
67,5,2,68
68,8,18,69
69,11,6,70
70,7,5,71
71,13,13,72
72,15,19,73
73,4,24,74
74,5,6,75
75,4,8,76
76,15,17,77
77,1,1,78
78,11,11,79
79,6,8,80
80,9,6,81
