"lon","lat"
7.6503014,51.9498799
7.6320987,51.9498832
7.6214501,51.9766836
7.5951649,51.971603
7.61016,51.9646
7.637205,51.9610634
7.60448,51.9628627
7.6222619,51.9709284
7.60884,51.96836
7.6304298,51.9579407
7.6380005,51.9639647
7.6414876,51.9604829
7.58384,51.96231
7.654528,51.954503
7.5970566,51.9556294
7.6458742,51.9736959
7.6089137,51.9701708
7.6154369,51.969254
7.6111634,51.9724975
7.6155586,51.9715187
7.6396278,51.9668951
7.5982961,51.966712
7.5930105,51.975277
7.6224002,51.9518166
7.6673981,51.9586703
7.6018463,51.9759456
7.6206177,51.9633789
7.6365,51.96489
7.6233189,51.9562418
7.64138,51.97113
7.63366,51.96637
7.6367754,51.9730844
7.6212114,51.95129
7.6485237,51.9643947
7.6105,51.95649
7.59878,51.96643
7.62813,51.95329
7.6235569,51.9530873
7.64462,51.97123
7.60168,51.9701
7.62209,51.94656
