30,1378,247,394,986,934,858,404,885,572,1283,461,628,432,622,942,869,405,1238,472,405,564,347,322,374,590,1382,982,151,970,672,656,1215,672,306,598,1083,1044,1327,479,452
1378,30,1225,1027,665,579,647,1097,540,857,290,1053,783,1129,1010,467,713,1015,225,1234,1068,851,1464,1307,1084,1084,92,450,1409,444,739,1048,275,763,1170,867,383,565,83,931,989
247,1225,30,328,780,743,773,190,718,399,1103,248,476,215,406,800,665,244,1069,280,200,454,302,174,175,375,1237,813,219,832,544,440,1041,496,92,533,908,846,1176,367,398
394,1027,328,30,739,646,496,335,558,296,962,358,305,402,510,590,626,195,903,525,299,206,598,468,276,527,1027,653,460,614,319,569,887,380,313,241,760,770,975,135,100
986,665,780,739,30,179,702,622,338,475,439,565,481,622,446,474,147,627,470,685,612,612,951,804,642,515,709,335,966,505,534,461,422,392,718,718,327,131,636,640,748
934,579,743,646,179,30,554,593,189,396,397,541,374,610,466,326,167,561,391,700,574,499,949,795,599,540,613,195,932,358,407,501,350,299,682,593,226,157,541,543,644
858,647,773,496,702,554,30,707,395,483,691,692,388,766,758,288,639,570,596,898,667,350,1044,898,665,814,626,435,925,279,290,820,606,453,737,291,527,665,594,436,436
404,1097,190,335,622,593,707,30,587,278,958,88,369,97,253,687,507,181,932,227,71,393,398,241,90,239,1114,679,374,722,455,296,900,364,129,502,767,690,1049,321,397
885,540,718,558,338,189,395,587,30,350,434,544,288,621,522,178,294,513,383,732,558,391,955,797,576,593,558,127,905,215,284,571,361,254,662,463,232,303,493,455,540
572,857,399,296,475,396,483,278,350,30,742,247,127,325,313,440,361,197,702,452,244,212,644,487,257,363,870,445,585,474,223,377,676,130,343,340,542,514,808,202,315
1283,290,1103,962,439,397,691,958,434,742,30,907,692,977,829,444,515,909,138,1065,936,793,1316,1161,958,902,348,339,1292,443,682,856,115,642,1044,847,232,338,284,859,941
461,1053,248,358,565,541,692,88,544,247,907,30,342,109,201,651,451,194,884,236,96,386,443,286,130,200,1072,634,431,687,434,250,851,323,186,503,718,635,1006,324,414
628,783,476,305,481,374,388,369,288,127,692,342,30,420,402,355,377,263,640,548,333,161,731,575,341,456,792,385,656,387,129,465,619,124,425,279,490,500,733,200,300
432,1129,215,402,622,610,766,97,621,325,977,109,420,30,223,730,511,247,958,162,136,455,369,215,156,190,1150,710,382,766,511,254,924,402,164,567,792,698,1083,386,465
622,1010,406,510,446,466,758,253,522,313,829,201,402,223,30,655,346,348,827,270,267,491,535,395,300,104,1039,596,575,693,501,94,787,340,348,618,660,532,969,453,557
942,467,800,590,474,326,288,687,178,440,444,651,355,730,655,30,441,587,360,850,653,414,1053,896,664,724,470,181,979,68,301,708,360,359,749,441,269,420,415,494,554
869,713,665,626,147,167,639,507,294,361,515,451,377,511,346,441,30,510,523,585,496,508,845,695,525,418,750,328,851,477,442,372,479,285,603,621,361,218,678,529,639
405,1015,244,195,627,561,570,181,513,197,909,194,263,247,348,587,510,30,866,377,141,250,508,358,128,362,1025,610,423,619,331,406,842,297,199,352,709,675,965,172,250
1238,225,1069,903,470,391,596,932,383,702,138,884,640,958,827,360,523,866,30,1057,906,729,1297,1140,925,900,272,287,1257,353,616,861,81,604,1012,771,197,370,201,801,875
472,1234,280,525,685,700,898,227,732,452,1065,236,548,162,270,850,585,377,1057,30,267,588,301,187,282,202,1259,816,388,887,641,264,1019,520,254,698,889,772,1191,517,590
405,1068,200,299,612,574,667,71,558,244,936,96,333,136,267,653,496,141,906,267,30,352,430,273,64,264,1083,652,388,688,417,317,876,335,138,461,742,676,1020,280,359
564,851,454,206,612,499,350,393,391,212,793,386,161,455,491,414,508,250,729,588,352,30,724,577,346,532,851,483,615,438,143,555,715,254,417,158,592,626,799,118,179
347,1464,302,598,951,949,1044,398,955,644,1316,443,731,369,535,1053,845,508,1297,301,430,724,30,188,420,472,1482,1046,226,1088,808,535,1263,732,339,805,1130,1032,1417,639,667
322,1307,174,468,804,795,898,241,797,487,1161,286,575,215,395,896,695,358,1140,187,273,577,188,30,266,340,1324,889,231,931,655,407,1107,574,191,668,974,882,1260,494,538
374,1084,175,276,642,599,665,90,576,257,958,130,341,156,300,664,525,128,925,282,64,346,420,266,30,295,1098,670,364,698,419,349,897,352,116,449,763,703,1035,269,339
590,1084,375,527,515,540,814,239,593,363,902,200,456,190,104,724,418,362,900,202,264,532,472,340,295,30,1112,669,530,762,555,97,860,403,323,656,733,604,1042,483,580
1382,92,1237,1027,709,613,626,1114,558,870,348,1072,792,1150,1039,470,750,1025,272,1259,1083,851,1482,1324,1098,1112,30,473,1418,443,741,1080,323,780,1184,857,419,610,103,934,985
982,450,813,653,335,195,435,679,127,445,339,634,385,710,596,181,328,610,287,816,652,483,1046,889,670,669,473,30,1000,205,373,640,264,348,756,545,139,271,405,550,632
151,1409,219,460,966,932,925,374,905,585,1292,431,656,382,575,979,851,423,1257,388,388,615,226,231,364,530,1418,1000,30,1010,715,597,1230,683,280,671,1096,1034,1359,527,525
970,444,832,614,505,358,279,722,215,474,443,687,387,766,693,68,477,619,353,887,688,438,1088,931,698,762,443,205,1010,30,328,746,358,396,782,456,281,446,391,521,575
672,739,544,319,534,407,290,455,284,223,682,434,129,511,501,301,442,331,616,641,417,143,808,655,419,555,741,373,715,328,30,563,603,208,499,216,482,534,687,223,290
656,1048,440,569,461,501,820,296,571,377,856,250,465,254,94,708,372,406,861,264,317,555,535,407,349,97,1080,640,597,746,563,30,820,399,386,682,696,553,1009,515,618
1215,275,1041,887,422,350,606,900,361,676,115,851,619,924,787,360,479,842,81,1019,876,715,1263,1107,897,860,323,264,1230,358,603,820,30,577,983,765,164,321,252,784,863
672,763,496,380,392,299,453,364,254,130,642,323,124,402,340,359,285,297,604,520,335,254,732,574,352,403,780,348,683,396,208,399,577,30,438,372,443,421,716,278,386
306,1170,92,313,718,682,737,129,662,343,1044,186,425,164,348,749,603,199,1012,254,138,417,339,191,116,323,1184,756,280,782,499,386,983,438,30,508,849,784,1121,333,382
598,867,533,241,718,593,291,502,463,340,847,503,279,567,618,441,621,352,771,698,461,158,805,668,449,656,857,545,671,456,216,682,765,372,508,30,653,720,813,211,177
1083,383,908,760,327,226,527,767,232,542,232,718,490,792,660,269,361,709,197,889,742,592,1130,974,763,733,419,139,1096,281,482,696,164,443,849,653,30,236,347,657,741
1044,565,846,770,131,157,665,690,303,514,338,635,500,698,532,420,218,675,370,772,676,626,1032,882,703,604,610,271,1034,446,534,553,321,421,784,720,236,30,538,667,770
1327,83,1176,975,636,541,594,1049,493,808,284,1006,733,1083,969,415,678,965,201,1191,1020,799,1417,1260,1035,1042,103,405,1359,391,687,1009,252,716,1121,813,347,538,30,880,936
479,931,367,135,640,543,436,321,455,202,859,324,200,386,453,494,529,172,801,517,280,118,639,494,269,483,934,550,527,521,223,515,784,278,333,211,657,667,880,30,143
452,989,398,100,748,644,436,397,540,315,941,414,300,465,557,554,639,250,875,590,359,179,667,538,339,580,985,632,525,575,290,618,863,386,382,177,741,770,936,143,30
