30,151,567,869,656,539,322,572,934,1044,910,953,320,982,861,590,1378,849,1072,438,717,564,1382,731,584,986,261,818,394,472,569
151,30,509,851,597,474,231,585,932,1034,902,952,403,1000,917,530,1409,844,1077,409,667,615,1418,717,622,966,351,809,460,388,619
567,509,30,424,119,74,322,347,542,611,499,562,543,667,742,55,1083,455,694,194,191,513,1110,323,461,524,548,412,503,191,509
869,851,424,30,372,469,695,361,167,218,117,184,709,328,550,418,713,120,308,472,291,508,750,169,438,147,747,104,626,585,500
656,597,119,372,30,154,407,377,501,553,454,519,617,640,754,97,1048,419,649,271,115,555,1080,298,496,461,627,375,569,264,550
539,474,74,469,154,30,283,373,586,655,543,606,538,708,772,88,1125,498,737,193,233,531,1152,366,483,569,538,455,505,147,528
322,231,322,695,407,283,30,487,795,882,758,815,452,889,868,340,1307,705,945,271,484,577,1324,571,560,804,422,665,468,187,578
572,585,347,361,377,373,487,30,396,514,379,414,378,445,431,363,857,316,530,253,363,212,870,230,149,475,420,295,296,452,206
934,932,542,167,501,586,795,396,30,157,80,50,736,195,460,540,579,120,182,559,423,499,613,254,436,179,782,162,646,700,491
1044,1034,611,218,553,655,882,514,157,30,165,145,858,271,570,604,565,228,167,655,470,626,610,346,562,131,903,256,770,772,618
910,902,499,117,454,543,758,379,80,165,30,97,724,244,492,495,628,93,226,526,375,499,663,217,433,150,768,124,637,658,491
953,952,562,184,519,606,815,414,50,145,97,30,753,186,463,559,561,140,162,579,442,513,596,274,451,181,800,182,663,720,505
320,403,543,709,617,538,452,378,736,858,724,753,30,745,580,567,1117,662,855,379,646,297,1115,574,339,823,91,643,122,536,303
982,1000,667,328,640,708,889,445,195,271,244,186,745,30,341,669,450,254,169,648,570,483,473,375,437,335,799,297,653,816,476
861,917,742,550,754,772,868,431,460,570,492,463,580,341,30,755,589,460,479,649,712,332,576,509,339,609,640,486,497,852,329
590,530,55,418,97,88,340,363,540,604,495,559,567,669,755,30,1084,454,691,218,176,532,1112,325,478,515,573,410,527,202,528
1378,1409,1083,713,1048,1125,1307,857,579,565,628,561,1117,450,589,1084,30,660,438,1066,972,851,92,790,824,665,1175,704,1027,1234,845
849,844,455,120,419,498,705,316,120,228,93,140,662,254,460,454,660,30,271,469,347,440,691,165,373,202,705,75,575,611,432
1072,1077,694,308,649,737,945,530,182,167,226,162,855,169,479,691,438,271,30,708,569,602,479,406,547,261,906,313,764,851,594
438,409,194,472,271,193,271,253,559,655,526,579,379,648,649,218,1066,469,708,30,316,382,1084,339,345,586,386,432,343,236,380
717,667,191,291,115,233,484,363,423,470,375,442,646,570,712,176,972,347,569,316,30,545,1006,237,480,376,664,303,587,347,539
564,615,513,508,555,531,577,212,499,626,499,513,297,483,332,532,851,440,602,382,545,30,851,395,101,612,354,435,206,588,38
1382,1418,1110,750,1080,1152,1324,870,613,610,663,596,1115,473,576,1112,92,691,479,1084,1006,851,30,818,829,709,1174,735,1027,1259,845
731,717,323,169,298,366,571,230,254,346,217,274,574,375,509,325,790,165,406,339,237,395,818,30,324,286,610,124,495,477,388
584,622,461,438,496,483,560,149,436,562,433,451,339,437,339,478,824,373,547,345,480,101,829,324,30,543,392,366,247,551,93
986,966,524,147,461,569,804,475,179,131,150,181,823,335,609,515,665,202,261,586,376,612,709,286,543,30,863,211,739,685,604
261,351,548,747,627,538,422,420,782,903,768,800,91,799,640,573,1175,705,906,386,664,354,1174,610,392,863,30,684,178,522,361
818,809,412,104,375,455,665,295,162,256,124,182,643,297,486,410,704,75,313,432,303,435,735,124,366,211,684,30,559,568,427
394,460,503,626,569,505,468,296,646,770,637,663,122,653,497,527,1027,575,764,343,587,206,1027,495,247,739,178,559,30,525,212
472,388,191,585,264,147,187,452,700,772,658,720,536,816,852,202,1234,611,851,236,347,588,1259,477,551,685,522,568,525,30,586
569,619,509,500,550,528,578,206,491,618,491,505,303,476,329,528,845,432,594,380,539,38,845,388,93,604,361,427,212,586,30
