"id","weight","time","location_id"
1,5,29,2
2,12,24,3
3,2,20,4
4,6,3,5
5,13,24,6
6,15,11,7
7,14,20,8
8,6,9,9
9,10,27,10
10,5,18,11
11,8,30,12
12,4,4,13
13,2,25,14
14,9,29,15
15,15,9,16
16,12,25,17
17,7,5,18
18,14,12,19
19,4,21,20
20,12,4,21
21,11,11,22
22,1,6,23
23,15,3,24
24,12,14,25
25,9,11,26
26,14,1,27
27,3,23,28
28,10,9,29
29,7,17,30
30,1,26,31
31,15,24,32
32,10,26,33
33,1,17,34
34,5,6,35
35,9,10,36
36,14,19,37
37,11,26,38
38,4,6,39
39,11,2,40
40,5,8,41
41,3,29,42
42,11,11,43
43,11,8,44
44,2,23,45
45,13,12,46
46,9,23,47
47,7,22,48
48,5,10,49
49,9,1,50
50,10,26,51
51,15,8,52
52,3,1,53
53,14,12,54
54,13,12,55
55,7,2,56
56,8,27,57
57,13,19,58
58,1,28,59
59,3,7,60
60,3,24,61
61,9,18,62
62,7,17,63
63,10,8,64
64,10,18,65
65,13,25,66
66,11,10,67
67,14,19,68
68,14,5,69
69,10,19,70
70,5,9,71
