"lon","lat"
7.6503014,51.9498799
7.637205,51.9610634
7.58923,51.96915
7.5982961,51.966712
7.621907,51.9781995
7.5930105,51.975277
7.631613,51.976188
7.6343074,51.9767622
7.60034,51.96608
7.62758,51.95977
7.6500009,51.9681734
7.5933084,51.9698742
7.6540233,51.9628922
7.6035977,51.9729912
7.6172374,51.9757169
7.64138,51.97113
7.6101736,51.9727101
7.6233189,51.9562418
7.6320987,51.9498832
7.6451868,51.96475
7.6105,51.95649
7.62209,51.94656
7.6129733,51.9797401
7.58469,51.9653
7.6358143,51.9658416
7.6367754,51.9730844
7.60884,51.96836
7.6222619,51.9709284
7.6365,51.96259
7.58384,51.96231
7.6366,51.9743
7.6334061,51.9580046
7.62813,51.95329
7.5951649,51.971603
7.61075,51.95068
7.655372,51.9713844
7.6133455,51.9737541
7.65081,51.96675
7.6258528,51.9616031
7.6224002,51.9518166
7.6090559,51.9463885
7.6291469,51.9596184
7.65,51.9531224
7.5870371,51.9640462
7.6343981,51.9693705
7.654528,51.954503
7.6235569,51.9530873
7.6237645,51.9527276
7.64462,51.97123
7.63366,51.96637
7.59061,51.95608
