"id","weight","time","location_id"
1,3,11,2
2,12,11,3
3,13,14,4
4,6,21,5
5,3,22,6
6,8,20,7
7,13,26,8
8,10,25,9
9,6,11,10
10,14,23,11
11,3,28,12
12,6,6,13
13,10,8,14
14,12,10,15
15,5,2,16
16,2,27,17
17,6,6,18
18,3,19,19
19,2,3,20
20,8,18,21
21,6,28,22
22,10,28,23
23,2,27,24
24,10,21,25
25,14,28,26
26,3,9,27
27,13,11,28
28,6,28,29
29,9,7,30
30,9,30,31
31,9,9,32
32,3,16,33
33,12,27,34
34,11,26,35
35,14,22,36
36,9,6,37
37,14,4,38
38,10,3,39
39,1,16,40
40,11,13,41
41,3,3,42
42,4,3,43
43,8,21,44
44,11,29,45
45,2,12,46
46,1,22,47
47,14,22,48
48,14,6,49
49,12,18,50
50,1,29,51
51,6,13,52
52,12,11,53
53,8,10,54
54,1,16,55
55,12,14,56
56,2,14,57
57,13,2,58
58,6,16,59
59,8,30,60
60,6,21,61
61,8,27,62
62,6,5,63
63,6,4,64
64,3,19,65
65,3,21,66
66,2,4,67
67,7,16,68
68,9,10,69
69,5,3,70
70,2,15,71
71,10,12,72
72,10,2,73
73,9,8,74
74,7,15,75
75,3,23,76
76,11,25,77
77,9,3,78
78,8,20,79
79,9,23,80
80,2,8,81
