"id","weight","time","location_id"
1,4,29,2
2,13,25,3
3,3,29,4
4,14,25,5
5,13,8,6
6,11,12,7
7,12,29,8
8,10,10,9
9,12,5,10
10,11,12,11
11,9,27,12
12,9,26,13
13,7,19,14
14,3,16,15
15,4,9,16
16,15,18,17
17,7,7,18
18,3,29,19
19,14,25,20
20,13,24,21
21,10,25,22
22,3,27,23
23,7,6,24
24,4,29,25
25,7,24,26
26,4,12,27
27,8,24,28
28,3,14,29
29,14,7,30
30,8,26,31
31,6,1,32
32,4,21,33
33,4,14,34
34,9,10,35
35,9,11,36
36,15,18,37
37,10,10,38
38,12,8,39
39,13,28,40
40,2,20,41
41,4,16,42
42,11,6,43
43,10,21,44
44,8,13,45
45,7,16,46
46,15,28,47
47,4,28,48
48,11,12,49
49,3,23,50
50,7,8,51
51,2,22,52
52,2,22,53
53,8,3,54
54,8,1,55
55,4,20,56
56,13,17,57
57,6,24,58
58,4,18,59
59,5,15,60
60,4,30,61
