"id","weight","time","location_id"
1,11,27,2
2,4,15,3
3,8,18,4
4,10,25,5
5,8,12,6
6,15,16,7
7,9,3,8
8,12,2,9
9,5,6,10
10,8,29,11
11,4,22,12
12,11,27,13
13,5,14,14
14,14,17,15
15,7,27,16
16,4,13,17
17,13,19,18
18,11,29,19
19,2,10,20
20,14,25,21
21,3,16,22
22,5,11,23
23,12,7,24
24,11,8,25
25,1,8,26
26,13,3,27
27,7,15,28
28,9,26,29
29,4,17,30
30,13,27,31
31,14,8,32
32,7,26,33
33,11,17,34
34,7,23,35
35,5,18,36
36,2,19,37
37,7,15,38
38,4,18,39
39,2,27,40
40,1,29,41
41,1,29,42
42,4,11,43
43,13,8,44
44,14,8,45
45,2,20,46
46,8,20,47
47,6,12,48
48,2,9,49
49,8,22,50
50,5,4,51
51,6,19,52
52,2,6,53
53,10,2,54
54,2,21,55
55,6,19,56
56,13,29,57
57,9,21,58
58,6,28,59
59,2,26,60
60,12,5,61
61,12,4,62
62,5,18,63
63,10,29,64
64,2,29,65
65,9,6,66
66,5,28,67
67,15,27,68
68,4,25,69
69,3,27,70
70,3,18,71
