"id","weight","time","location_id"
1,6,21,2
2,15,8,3
3,13,29,4
4,14,10,5
5,12,3,6
6,1,3,7
7,8,17,8
8,2,17,9
9,8,18,10
10,12,25,11
11,8,3,12
12,10,14,13
13,11,4,14
14,15,12,15
15,4,12,16
16,9,22,17
17,10,23,18
18,15,27,19
19,8,18,20
20,1,25,21
21,12,15,22
22,3,24,23
23,14,21,24
24,9,28,25
25,13,2,26
26,5,6,27
27,13,20,28
28,4,15,29
29,12,9,30
30,3,25,31
31,8,6,32
32,5,9,33
33,1,11,34
34,2,23,35
35,15,3,36
36,5,16,37
37,9,17,38
38,12,26,39
39,8,12,40
40,4,2,41
41,2,9,42
42,12,19,43
43,9,18,44
44,10,26,45
45,6,28,46
46,10,22,47
47,5,29,48
48,1,28,49
49,5,24,50
50,1,15,51
51,9,28,52
52,9,14,53
53,5,26,54
54,14,24,55
55,12,8,56
56,13,13,57
57,8,28,58
58,7,28,59
59,4,1,60
60,14,11,61
61,13,13,62
62,7,9,63
63,10,17,64
64,8,5,65
65,15,18,66
66,14,27,67
67,14,13,68
68,11,23,69
69,5,10,70
70,7,23,71
