"id","weight","time","location_id"
1,9,22,2
2,3,29,3
3,5,24,4
4,5,4,5
5,3,6,6
6,6,6,7
7,4,24,8
8,7,11,9
9,10,2,10
10,4,10,11
11,6,15,12
12,5,4,13
13,11,19,14
14,9,11,15
15,1,4,16
16,7,7,17
17,12,15,18
18,2,6,19
19,5,7,20
20,14,3,21
21,6,13,22
22,8,7,23
23,3,24,24
24,11,9,25
25,10,17,26
26,5,28,27
27,12,21,28
28,5,8,29
29,8,10,30
30,8,15,31
31,3,11,32
32,15,8,33
33,10,18,34
34,10,21,35
35,4,20,36
36,14,11,37
37,1,22,38
38,3,15,39
39,9,28,40
40,4,2,41
41,8,25,42
42,4,15,43
43,9,28,44
44,15,25,45
45,8,28,46
46,5,7,47
47,8,16,48
48,4,1,49
49,3,27,50
50,7,14,51
51,4,9,52
52,8,11,53
53,13,16,54
54,11,17,55
55,12,17,56
56,14,19,57
57,8,28,58
58,4,18,59
59,15,3,60
60,5,1,61
61,11,19,62
62,2,3,63
63,10,3,64
64,11,8,65
65,15,11,66
66,1,29,67
67,8,9,68
68,9,24,69
69,7,23,70
70,4,15,71
71,3,30,72
72,12,27,73
73,5,21,74
74,3,19,75
75,13,24,76
76,6,28,77
77,3,20,78
78,6,27,79
79,3,26,80
80,10,22,81
81,12,28,82
82,13,27,83
83,13,18,84
84,8,25,85
85,6,14,86
86,3,17,87
87,13,11,88
88,1,12,89
89,13,12,90
90,5,14,91
